age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,zero_payout_claim,log_claim_payout,high_payout_flag,extreme_payout_flag,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,over_value_claim_flag,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,veh_size_nan,vehicle_to_income_ratio,overpriced_vehicle_flag,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,expensive_vehicle_flag,young_expensive_vehicle,channel_broker,channel_online,broker_no_report,unsafe_full_liability,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_month_end_claim,is_year_end_claim,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,fraud
39,0.0,90,70624,1,1,0,1,5,1,0.0,3,30049.28293445324,19839.79452,0,0,0,10,0,0,0,11.165139468448743,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,10.310627355375043,9.895495426407997,1.514596479446736,0.8,24039.426347562592,0.0,0,0.0,0,0,0,0,0,0,1,0,0.4254825970495548,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,706240,10,2015,4,7,0,0,2,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.14069216757741349,0,1,0,0.0
38,0.0,72,62026,0,1,16,0,89,0,0.0,4,15000.0,16896.32439,0,0,0,28,0,0,0,11.035325053102616,1,1,1,2.833213344056216,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,9.61587214452889,9.734910568258869,0.8877670464228244,0.7,10500.0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.24183406957982403,0,0.0,0,0,1,1,1,1,0,0,1,0,1,0,1736728,8,2015,3,29,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,0,0,1,1,0.12284900284900285,0,10,3,0.0
40,1.0,71,47142,1,1,0,0,93,1,1058.18,1,15000.0,38849.62585,0,0,0,29,0,1,0,10.760940814685789,0,0,0,0.0,1,0,1,0,0,1,0,0,6.965250302829246,0,0,1,0,0,9.61587214452889,10.567479465061147,0.3861041045164634,1.0,15000.0,0.07054533332863032,0,0.07054533332863032,0,0,0,1,0,0,0,0,0.31818760340422153,0,0.022446650544685278,0,0,0,0,1,0,0,0,1,0,0,0,1367118,12,2016,4,15,0,0,3,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.15603174603174602,0,5,1,0.0
38,1.0,67,48671,0,0,0,0,0,1,0.0,1,43718.8338038274,16402.630530000002,0,0,0,33,0,1,0,10.79285919505902,0,0,0,0.0,1,0,1,0,1,1,0,1,0.0,0,0,1,0,0,10.685557140906932,9.705257963093217,2.665355030780056,1.0,43718.8338038274,0.0,0,0.0,0,0,0,1,0,1,0,0,0.8982522200679901,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,1606143,7,2016,3,5,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.15325396825396825,0,4,1,0.0
51,1.0,81,39424,1,0,1,0,90,0,0.0,1,34810.26708980677,21411.79046,0,0,0,19,0,1,0,10.58215541183124,1,0,0,0.6931471805599453,1,0,1,0,0,1,1,1,0.0,0,0,0,0,1,10.457696380309828,9.971743707514102,1.6257522766819108,1.0,34810.26708980677,0.0,0,0.0,0,0,0,1,0,0,0,0,0.8829714663383675,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,749056,2,2016,1,26,0,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1,0,1,0,0,0.14604540023894863,0,6,2,0.0
73,0.0,76,107972,1,1,3,0,52,0,0.0,1,15000.0,25000.65622,0,0,1,24,0,0,1,11.589636474851147,1,0,0,1.3862943611198906,1,0,1,0,0,0,1,1,0.0,0,0,0,1,0,9.61587214452889,10.126697350455983,0.5999842511093901,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.138924906455943,0,0.0,0,0,1,1,0,0,0,0,1,0,1,0,2591328,7,2015,3,3,0,0,4,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1265811965811966,0,6,2,0.0
47,1.0,70,102792,1,0,0,0,96,1,38.32,2,28495.04403946157,9515.752573,0,0,0,30,0,0,1,11.540472536299529,0,0,0,0.0,1,0,1,0,0,1,0,0,3.671733295278966,0,0,0,0,1,10.25752055098942,9.160808953310505,2.994512921376172,0.9,25645.53963551541,0.0014942169493457667,0,0.0013447952544164336,0,0,0,0,0,0,0,0,0.2772107171684991,0,0.0003727916569346565,0,0,0,0,1,0,0,0,0,0,0,0,3083760,7,2015,3,26,1,0,6,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,0,1,1,0.16132387706855794,0,3,1,0.0
66,1.0,75,30894,1,0,15,1,59,1,4474.78,15,45468.96228325576,29947.125760000003,0,0,1,25,0,1,0,10.33834963749508,1,1,1,2.772588722239781,0,0,0,0,0,0,0,0,8.406435917196161,1,0,0,0,1,10.724807217332364,10.30722202262051,1.5183080555420037,0.05,2273.448114162788,1.968278919653105,1,0.09841394602377923,0,1,1,0,0,1,0,0,1.4717732336953449,1,0.14484301158332222,1,1,0,0,0,0,1,0,0,0,0,0,772350,2,2015,1,2,0,1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.12851224105461395,0,6,2,0.0
71,0.0,70,101118,0,1,10,1,94,0,0.0,10,15000.0,11045.57161,0,0,1,30,0,0,0,11.52405332009128,1,1,0,2.3978952727983707,0,0,0,0,0,1,1,1,0.0,0,0,0,1,0,9.61587214452889,9.309875397266369,1.358010298449551,0.09999999999999998,1499.9999999999998,0.0,0,0.0,0,1,0,0,0,0,1,0,0.14834154156383295,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,3033540,10,2015,4,18,1,0,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.2737777777777778,1,8,2,0.0
51,1.0,88,45460,0,1,0,0,69,0,0.0,1,41127.01276996092,48040.93543,0,0,0,12,0,1,0,10.724610094524913,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,0,1,0,10.62444474422841,10.77982956326748,0.8560826803431134,1.0,41127.01276996092,0.0,0,0.0,0,0,0,1,0,0,1,0,0.9046857186330012,0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,545520,4,2016,2,11,0,1,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1822777777777778,0,6,2,0.0
44,1.0,72,109524,0,1,0,0,1,0,3991.86,7,32524.28236294432,37431.8213,0,0,0,28,0,0,1,11.603908112682099,0,0,0,0.0,1,0,1,0,0,0,1,0,8.292263045091183,1,0,0,0,1,10.389772984755608,10.530303173425247,0.8688939312198368,0.3999999999999999,13009.712945177725,0.306836900745978,0,0.12273476030405164,0,1,1,0,0,0,1,0,0.2969603225105672,0,0.036447354004268954,0,0,1,0,0,0,0,0,1,0,1,0,3066672,6,2016,2,19,1,0,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,1,1,0.11392290249433107,0,7,2,1.0
22,1.0,92,55475,1,1,11,1,53,1,0.0,5,15000.0,19550.39645,0,1,0,8,0,0,0,10.923705773776225,1,1,0,2.4849066497880004,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,9.61587214452889,9.880801992530055,0.7672478682258513,0.6,9000.0,0.0,0,0.0,0,1,0,0,0,0,1,0,0.2703920684944499,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,443800,5,2015,2,13,0,0,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.13719416386083053,0,4,1,0.0
39,1.0,74,64578,1,1,0,0,50,0,927.53,1,15000.0,30192.65953,0,0,0,26,0,0,0,11.075644559522202,0,0,0,0.0,1,0,1,0,0,0,1,0,6.833602690448504,0,0,0,0,1,9.61587214452889,10.315387231982765,0.49680949717592465,1.0,15000.0,0.06183533332921098,0,0.06183533332921098,0,0,0,1,0,1,0,0,0.23227724611737313,0,0.014362940939416473,0,0,1,0,0,0,0,0,0,0,0,0,1679028,12,2015,4,9,0,0,2,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.2460981912144703,1,5,1,0.0
42,1.0,91,54244,1,1,4,0,50,1,0.0,1,15000.0,13899.01434,0,0,0,9,0,0,0,10.901266101256551,1,0,0,1.6094379124341003,1,0,1,0,0,0,0,1,0.0,0,0,0,1,0,9.61587214452889,9.539645150772927,1.0792132184332135,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.2765282796202985,0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,488196,12,2016,4,6,0,0,1,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.20569444444444446,1,5,1,1.0
49,0.0,71,79289,1,0,0,0,9,1,0.0,1,36886.06503078043,19582.42969,0,0,0,29,0,0,0,11.280867296266445,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,10.515616227403438,9.882439063666617,1.8836306634479125,1.0,36886.06503078043,0.0,0,0.0,0,0,0,1,0,0,0,0,0.4652103700426948,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2299381,5,2015,2,8,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.1097037037037037,0,1,0,0.0
34,1.0,69,73910,1,1,0,1,49,1,4991.22,1,15000.0,22542.57158,0,0,0,31,0,0,0,11.210616945656284,0,0,0,0.0,0,0,0,0,0,0,0,0,8.515635979591007,1,0,0,1,0,9.61587214452889,10.023205230231842,0.6654076686016934,1.0,15000.0,0.3327479999778168,0,0.3327479999778168,0,0,0,1,1,0,0,0,0.20294953321332773,0,0.06753105127766837,0,0,0,0,1,0,0,0,1,0,0,0,2291210,1,2016,1,1,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.21455555555555555,1,2,0,0.0
55,0.0,93,52414,1,0,10,0,78,1,1945.69,1,15000.0,8954.550535,0,0,0,7,0,1,0,10.866948088886673,1,1,0,2.3978952727983707,1,0,1,0,0,0,0,0,7.573885773383698,0,0,0,0,1,9.61587214452889,9.100028790550402,1.6751259529660885,1.0,15000.0,0.12971266665801914,0,0.12971266665801914,0,0,0,1,0,0,0,0,0.28618308085079974,0,0.037121570572039506,0,0,0,1,0,0,0,0,1,0,0,0,366898,11,2016,4,9,0,0,2,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.1784041759880686,0,4,1,1.0
79,1.0,78,110408,1,0,0,0,50,1,3125.3,1,30797.66561789796,30745.5594,1,0,1,22,0,0,1,11.611946931241546,0,0,0,0.0,1,0,1,0,0,0,0,0,8.047605475666492,0,0,1,0,0,10.335226643928928,10.33353337754368,1.001694755857858,1.0,30797.66561789796,0.10147847043583277,0,0.10147847043583277,0,0,0,1,0,0,0,0,0.278944149134293,0,0.028306825592092,0,0,0,0,0,0,0,0,1,0,0,0,2428976,7,2016,3,16,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,1,1,0.16132387706855794,0,4,1,0.0
51,1.0,90,122405,1,0,0,0,11,1,0.0,1,15000.0,10424.28059,0,0,0,10,0,0,1,11.715098667466783,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,9.25198896141271,1.4389482198848842,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.12254401372392841,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1224050,6,2016,2,3,0,0,4,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.18843434343434343,1,2,0,0.0
41,0.0,92,48621,1,0,0,0,93,1,2906.37,1,32511.790462222983,18163.59852,0,0,0,8,0,1,0,10.791831382359332,0,0,0,0.0,1,0,1,0,0,1,0,0,7.975004171441362,0,0,1,0,0,10.389388843580068,9.807229842566848,1.7899421430524463,1.0,32511.790462222983,0.08939433844123894,0,0.08939433844123894,0,0,0,1,0,0,0,0,0.6686779470096111,0,0.05977602270500861,0,0,0,0,0,0,0,0,1,0,0,0,388968,5,2016,2,27,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0.16504273504273506,0,4,1,0.0
51,1.0,63,40974,1,1,0,0,80,1,0.0,1,46239.05546284055,19582.85249,0,0,0,37,0,1,0,10.62071740361203,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,10.741601702801434,9.882460653114569,2.36120123378815,1.0,46239.05546284055,0.0,0,0.0,0,0,0,1,0,0,0,0,1.1284974730734625,1,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1516038,7,2015,3,5,1,0,6,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,0,1,1,0.1605420054200542,0,6,2,0.0
63,0.0,84,38362,1,0,0,1,50,0,0.0,1,39308.70004331959,25175.50102,0,0,0,16,0,1,0,10.554848732404476,0,0,0,0.0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,1,10.579226587842902,10.133666339245305,1.561387001217194,1.0,39308.70004331959,0.0,0,0.0,0,0,0,1,0,0,0,0,1.0246780679394951,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,613792,2,2015,1,4,0,0,2,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.14411657559198543,0,3,1,0.0
59,1.0,74,46632,1,0,0,0,0,0,0.0,1,15000.0,27991.71405,0,0,0,26,0,1,0,10.750063723997085,0,0,0,0.0,1,0,1,0,1,1,1,1,0.0,0,0,0,1,0,9.61587214452889,10.239699542796194,0.535872864829588,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.3216675244398339,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1212432,9,2015,3,29,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0.09185185185185185,0,5,1,0.0
53,1.0,90,61517,1,0,12,1,92,0,0.0,5,93467.80536220803,41028.97196,0,0,0,10,0,0,0,11.027085093898146,1,1,0,2.5649493574615367,0,0,0,0,0,1,1,1,0.0,0,0,0,0,1,11.445383027119323,10.62205810203361,2.2780927938202704,0.6,56080.68321732482,0.0,0,0.0,0,1,0,0,0,0,1,0,1.519381721486559,1,0.0,0,0,0,0,0,0,1,0,1,0,1,0,615170,1,2015,1,22,0,0,3,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.11436015325670497,0,6,2,0.0
41,1.0,85,35052,0,1,0,0,85,0,0.0,1,76030.70474467074,15280.73673,0,0,0,15,0,1,0,10.464616480811362,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,11.238905699971255,9.634413716601978,4.9755915623117435,1.0,76030.70474467074,0.0,0,0.0,0,0,0,1,0,0,1,0,2.169083211870982,1,0.0,1,0,1,0,0,0,1,0,1,0,1,0,525780,2,2016,1,4,0,0,3,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.15582222222222222,0,8,2,0.0
31,1.0,83,122994,0,0,29,0,74,0,0.0,1,15000.0,25761.92261,0,0,0,17,0,0,1,11.7198989831218,1,1,1,3.4011973816621555,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,10.15669162913986,0.5822546797650575,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.12195716864138123,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,2090898,2,2015,1,18,0,0,2,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.19380471380471379,1,6,2,0.0
20,0.0,51,97457,1,1,1,0,21,1,2641.31,1,15734.611140667588,24783.04768,0,1,0,49,1,0,0,11.48717679494745,1,0,0,0.6931471805599453,1,0,1,0,0,0,0,0,7.879408813551023,0,0,0,0,1,9.663681648316409,10.11795548647662,0.634894115655137,1.0,15734.611140667588,0.1678662393508676,0,0.1678662393508676,0,0,0,1,0,0,1,0,0.16145183147958728,0,0.02710231178851081,0,0,0,1,1,1,0,0,0,1,0,0,4775393,11,2016,4,8,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.2735265700483092,1,6,2,0.0
25,1.0,57,103518,1,0,0,0,97,1,0.0,1,15000.0,56358.56017999999,0,0,0,43,1,0,1,11.547510449718981,0,0,0,0.0,1,0,1,0,0,1,0,1,0.0,0,0,0,0,1,9.61587214452889,10.939507162220634,0.26615300234474243,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.14490233582425374,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,4451274,9,2016,3,10,1,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0.13529271206690563,0,4,1,0.0
53,0.0,66,112493,0,1,0,0,17,0,7453.95,17,26291.964830756697,15051.53603,0,0,0,34,0,0,1,11.630655165871005,0,0,0,0.0,1,0,1,0,0,0,1,0,8.916633520268231,1,0,0,0,1,10.177056685452767,9.61930176295806,1.7467961260967664,0.05,1314.5982415378348,5.670135375816518,1,0.28350676899570326,0,1,1,0,0,0,1,0,0.2337208966826645,0,0.06626145626780101,0,0,1,0,0,0,0,0,1,0,1,0,3824762,10,2015,4,22,0,0,3,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.11030687830687831,0,7,2,0.0
41,1.0,79,85908,1,1,2,0,32,0,0.0,1,42095.64284368455,15188.90454,0,0,0,21,0,0,0,11.361043875475891,1,0,0,1.0986122886681098,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,10.64772327406058,9.628386311172441,2.771473263924607,1.0,42095.64284368455,0.0,0,0.0,0,0,0,1,0,1,0,0,0.4900084141546136,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1804068,11,2015,4,6,0,0,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.2194679186228482,1,6,2,0.0
29,0.0,75,46106,0,1,0,0,93,0,6982.86,3,15146.493456715594,38367.38199,0,0,0,25,0,1,0,10.738720061275421,0,0,0,0.0,1,0,1,0,0,1,1,0,8.851357051499503,1,0,0,1,0,9.625590348847808,10.554989013730559,0.39477526666449564,0.8,12117.194765372476,0.5762769464908467,0,0.4610215572002868,0,0,0,0,0,1,0,0,0.32851458500817854,0,0.15145230555347564,0,1,1,0,1,0,0,0,0,1,0,0,1152650,3,2016,1,4,0,0,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,0,0,0.1101404853128991,0,6,2,0.0
43,0.0,86,84198,1,1,0,0,41,0,0.0,1,54869.82376669555,49370.07231,0,0,0,14,0,0,0,11.340938323675331,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,10.912737043002027,10.807119950887403,1.1113984889681874,1.0,54869.82376669555,0.0,0,0.0,0,0,0,1,0,1,0,0,0.6516760940407595,0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,1178772,11,2016,4,13,1,0,6,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,1,0,0,1,0.13955555555555557,0,7,2,0.0
32,1.0,87,66261,1,0,0,1,43,1,1231.27,1,15000.0,17890.90176,0,0,0,13,0,0,0,11.101371859521507,0,0,0,0.0,0,0,0,0,0,0,0,0,7.116613275926487,0,0,0,1,0,9.61587214452889,9.792103473815555,0.8384149776451282,1.0,15000.0,0.08208466666119435,0,0.08208466666119435,0,0,0,1,0,1,0,0,0.22637750712747504,0,0.018582122213389746,0,0,0,0,1,0,0,0,1,0,0,0,861393,10,2015,4,22,0,0,3,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.11176151761517616,0,0,0,0.0
40,0.0,71,46459,1,0,12,0,82,1,2619.18,1,15000.0,32263.193860000003,0,0,0,29,0,1,0,10.7463470063244,1,1,0,2.5649493574615367,1,0,1,0,0,0,0,0,7.8709982966853245,0,0,0,0,1,9.61587214452889,10.38171334508958,0.4649260722489138,1.0,15000.0,0.1746119999883592,0,0.1746119999883592,0,0,0,1,0,1,0,0,0.3228653221050202,0,0.05637615962340179,0,0,0,1,1,0,0,0,0,1,0,0,1347311,3,2015,1,24,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,0,0,0.1226031746031746,0,4,1,0.0
33,0.0,78,38415,1,0,0,0,20,1,0.0,5,15000.0,13584.60307,0,0,0,22,0,1,0,10.556229318461034,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,9.516765913219634,1.1041912613568774,0.6,9000.0,0.0,0,0.0,0,1,0,0,0,0,1,0,0.3904724716805812,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,845130,3,2015,1,7,1,0,5,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,0,0,0,1,0.14627160493827163,0,4,1,0.0
52,0.0,92,76708,1,1,0,1,20,1,13185.68,11,70380.82108476112,6121.869612,0,0,0,8,0,0,0,11.247774320758346,0,0,0,0.0,0,0,0,0,0,0,0,0,9.486962508190373,1,1,0,0,1,11.16169028557295,8.719786156461081,11.496622034436184,0.05,3519.041054238056,3.746952591068312,1,0.18734762960399196,0,1,1,0,0,0,1,0,0.9175160489628671,0,0.1718944568992557,0,0,0,0,0,0,1,0,1,0,0,0,613664,8,2016,3,7,1,0,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.07621749408983451,0,4,1,0.0
61,1.0,92,84717,1,1,5,1,8,1,4197.7,7,15000.0,36246.50513,0,0,0,8,0,0,0,11.347083372820052,1,1,0,1.791759469228055,0,0,0,0,0,0,0,0,8.342530232549555,1,0,1,0,0,9.61587214452889,10.49812583391434,0.41383300116212246,0.3999999999999999,5999.999999999999,0.6996166665500639,0,0.2798466666480102,0,1,1,0,0,0,0,0,0.1770600941938801,0,0.04954967715984337,0,0,0,0,1,1,0,0,1,0,0,0,677736,10,2015,4,22,0,0,3,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.2351604938271605,1,7,2,0.0
41,0.0,71,57724,1,1,0,1,51,1,4539.9,1,15000.0,36218.34643,0,0,0,29,0,0,0,10.963445634222696,0,0,0,0.0,0,0,0,0,0,0,0,0,8.420880509274323,1,0,0,1,0,9.61587214452889,10.497348686824022,0.41415474415919784,1.0,15000.0,0.3026599999798226,0,0.3026599999798226,0,0,0,1,1,0,1,0,0.2598572517452038,0,0.07864839581320336,0,0,0,0,1,0,0,0,1,0,0,0,1673996,3,2016,1,8,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,0,0,0.1174928774928775,0,1,0,0.0
40,1.0,77,44840,1,0,0,0,4,1,3182.42,1,38267.9121874056,4825.85757,0,0,0,23,0,1,0,10.710878178453925,0,0,0,0.0,1,0,1,0,0,0,0,0,8.065711369566959,0,0,0,0,1,10.552393153333387,8.481950928285027,7.929764114334571,1.0,38267.9121874056,0.08316157893150515,0,0.08316157893150515,0,0,0,1,0,0,1,0,0.8534324751684248,0,0.07097279214828339,0,0,0,0,0,0,0,0,0,0,0,0,1031320,3,2015,1,18,0,0,2,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,0,0,0.18794685990338164,1,3,1,0.0
34,0.0,64,75285,1,1,0,1,50,1,5209.49,1,47636.52034087939,14494.83609,0,0,0,36,0,0,0,11.229049473527398,0,0,0,0.0,0,0,0,0,0,0,0,0,8.558429180229028,1,0,0,0,1,10.771375972175031,9.581616720961659,3.2864476729376344,1.0,47636.52034087939,0.10935916315071621,0,0.10935916315071621,0,0,0,1,1,0,0,0,0.6327491577372205,0,0.06919691837591556,0,0,0,0,0,0,1,0,1,0,0,0,2710260,6,2015,2,14,1,0,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.14124661246612466,0,2,0,0.0
25,1.0,91,113543,0,1,0,1,1,0,405.44,7,21977.3574959566,9360.960445,0,0,0,9,0,0,1,11.639945705979093,0,0,0,0.0,0,0,0,0,0,0,1,0,6.007436316617681,0,0,1,0,0,9.99781349795687,9.144409996792342,2.347767370958999,0.3999999999999999,8790.942998382638,0.046120194389665914,0,0.01844807775712548,0,1,0,0,0,0,0,0,0.1935597746735866,0,0.0035708057739924893,0,0,0,0,1,0,0,0,0,1,0,0,1021887,6,2016,2,6,0,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.15344173441734418,0,3,1,0.0
47,1.0,79,31073,0,0,0,0,62,0,0.0,2,15000.0,18564.19126,0,0,0,21,0,1,0,10.344126735651946,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,9.829043668739638,0.808007189169198,0.9,13500.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.4827342065303403,0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,652533,4,2016,2,20,0,0,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.10532494758909854,0,5,1,1.0
46,1.0,85,36274,1,1,2,0,74,0,0.0,4,15000.0,16161.33381,0,0,0,15,0,1,0,10.498884077752388,1,0,0,1.0986122886681098,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,9.69043874058332,0.9281412150394694,0.7,10500.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.4135193251250615,0,0.0,0,0,1,1,1,1,0,0,1,0,1,0,544110,12,2016,4,16,0,0,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.07621749408983451,0,8,2,0.0
45,1.0,68,117708,0,0,8,0,89,0,0.0,8,15000.0,27809.16711,0,0,0,32,0,0,1,11.675970755915507,1,1,0,2.1972245773362196,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,10.23315695619953,0.5393904801293637,0.29999999999999993,4499.999999999999,0.0,0,0.0,0,1,0,0,0,1,0,0,0.12743398919251508,0,0.0,0,0,1,1,0,0,0,0,1,0,1,0,3766656,10,2016,4,8,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0.11392290249433107,0,7,2,1.0
