age_of_driver,safty_rating,annual_income,past_num_of_claims,liab_prct,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,log_claim_est_payout,log_annual_income,payout_income_ratio,witness_present_ind,policy_report_filed_ind,address_change_ind,high_education_ind,gender,marital_status,living_status,accident_site,channel,vehicle_category,vehicle_color,claim_day_of_week,fraud
81,75,68724,0,79,4508.23,12,41463.23945269706,8039.369304999999,8.41388168621309,11.137868313033447,0.06559810840305565,0.0,0,1,1,F,1.0,Own,Highway,Phone,Large,red,Friday,0
66,70,71288,0,9,3541.77,3,43024.68969092975,27808.89881,8.172664186021061,11.1744973168005,0.04968185835121828,0.0,1,1,1,F,1.0,Own,Highway,Phone,Compact,gray,Saturday,1
44,90,120776,21,64,0.0,1,15000.0,6562.340158,0.0,11.701701149003982,0.0,0.0,1,1,0,F,1.0,Own,Parking Lot,Phone,Compact,red,Friday,0
32,62,50420,0,24,0.0,1,15000.0,17014.59459,0.0,10.828163033944676,0.0,0.0,1,1,1,M,1.0,Own,Parking Lot,Broker,Compact,black,Friday,0
28,89,69749,9,24,0.0,1,15000.0,22156.69298,0.0,11.152672699683611,0.0,1.0,1,1,1,F,1.0,Rent,Local,Phone,Medium,other,Tuesday,0
49,62,52430,12,72,6619.23,5,15000.0,24158.26732,8.79788539152994,10.867253298434472,0.12624649539394633,1.0,1,0,0,M,0.0,Rent,Local,Phone,Large,other,Thursday,0
42,89,73240,0,56,6739.86,1,15000.0,24906.19921,8.815942792205789,11.20151065243636,0.0920230472003386,0.0,1,0,0,F,1.0,Own,Local,Online,Large,other,Monday,0
40,59,50359,1,88,0.0,1,31962.717594232658,23014.50875,0.0,10.826952488158284,0.0,0.0,1,1,1,F,1.0,Own,Parking Lot,Phone,Medium,gray,Friday,0
53,61,46141,0,50,0.0,1,15000.0,24659.59808,0.0,10.739478877125554,0.0,0.0,0,0,1,M,0.0,Rent,Local,Broker,Compact,red,Saturday,1
33,58,39922,0,96,0.0,12,33465.1104123142,19406.68131,0.0,10.594707877902358,0.0,0.0,1,0,1,F,1.0,Rent,Parking Lot,Broker,Large,red,Saturday,0
63,73,116146,0,50,0.0,1,15000.0,14655.0972,0.0,11.662611909195165,0.0,0.0,0,1,1,F,1.0,Own,Parking Lot,Broker,Compact,blue,Monday,0
51,51,33334,14,78,4157.83,9,15000.0,41640.17949,8.332989063697111,10.414363175052161,0.12472866356682166,0.0,1,1,1,M,1.0,Rent,Local,Phone,Large,other,Monday,1
60,97,90831,0,74,6049.96,1,15000.0,36069.637,8.707972216122865,11.416766925410508,0.06660604192355117,0.0,1,0,1,M,1.0,Own,Local,Broker,Medium,gray,Monday,0
53,75,58268,2,7,0.0,1,36685.66588634715,8129.09718,0.0,10.972825498500242,0.0,0.0,1,0,1,F,1.0,Rent,Parking Lot,Broker,Large,black,Wednesday,0
36,70,63960,4,3,0.0,1,55071.27317256764,17992.26928,0.0,11.066028801597401,0.0,0.0,0,1,0,M,1.0,Own,Local,Phone,Medium,black,Friday,0
48,77,70683,6,10,3577.5,7,21608.82657659036,11511.38225,8.182698997178653,11.165974517927946,0.05061258559221323,1.0,0,1,1,M,1.0,Rent,Local,Broker,Large,red,Saturday,0
51,64,63608,0,33,3569.54,7,15000.0,30693.08115,8.18047212383917,11.06051024875066,0.05611690169630084,0.0,1,1,0,M,1.0,Own,Local,Phone,Medium,silver,Friday,0
42,84,56551,2,50,0.0,4,67974.04162167286,9040.949503,0.0,10.94291584785079,0.0,0.0,0,0,1,F,1.0,Own,Local,Phone,Compact,red,Monday,0
36,83,89052,0,35,0.0,10,15000.0,35166.24109,0.0,11.396986977089147,0.0,0.0,0,1,1,F,0.0,Own,Local,Broker,Large,blue,Saturday,0
42,79,96169,0,50,3816.86,1,15000.0,6178.193143,8.24744533520061,11.473872737706527,0.0396886763023812,1.0,1,1,0,F,1.0,Own,Local,Broker,Large,other,Friday,0
30,84,113498,3,5,6826.43,1,16591.770320097123,7651.414355,8.828703600640596,11.639549305292094,0.06014528762367951,0.0,1,0,1,M,1.0,Own,Parking Lot,Broker,Large,gray,Saturday,0
45,55,118161,0,32,1244.71,5,17119.751257826538,14975.07279,7.1274609274748215,11.679811843263776,0.010533927997156446,0.0,0,1,1,M,0.0,Own,Local,Broker,Compact,silver,Friday,0
39,92,100812,6,90,4011.53,3,15000.0,19086.29137,8.297177244045836,11.521022594557683,0.039791792725144576,0.0,0,0,1,M,1.0,Own,Local,Phone,Compact,blue,Sunday,0
54,57,35261,0,33,0.0,7,83645.81281223812,26263.44195,0.0,10.470561175840706,0.0,0.0,1,1,0,M,1.0,Rent,Local,Phone,Large,other,Tuesday,0
44,74,56733,0,50,3178.85,1,15000.0,18264.89493,8.06458930485037,10.946128957265577,0.05603077519653118,0.0,1,1,0,F,1.0,Rent,Local,Online,Medium,gray,Thursday,0
36,67,30941,0,2,1393.28,1,22498.47208620032,27421.64862,7.240133431982771,10.339869763279014,0.04502876349298688,0.0,1,1,0,F,0.0,Own,Local,Broker,Large,red,Friday,1
40,77,31796,5,96,7265.27,1,15000.0,48067.59161,8.890998371463175,10.367127224695365,0.22848916564455768,1.0,0,0,1,M,1.0,Own,Parking Lot,Broker,Compact,gray,Monday,0
46,86,96308,12,60,6641.41,1,68210.39590765204,10037.46437,8.801230128426635,11.47531705136322,0.06895939112647831,0.0,1,1,0,F,1.0,Rent,Local,Broker,Compact,other,Tuesday,0
41,75,103099,5,9,0.0,1,15000.0,23078.05397,0.0,11.543454670005051,0.0,0.0,1,0,1,M,1.0,Own,Local,Broker,Large,other,Thursday,1
26,77,101701,12,34,2453.9,6,15000.0,35994.35018,7.805841306201446,11.529802247526666,0.024128335725944427,0.0,1,0,1,M,0.0,Rent,Local,Online,Large,blue,Friday,0
44,36,40618,0,38,0.0,1,15000.0,24539.8309,0.0,10.611991216416763,0.0,0.0,1,0,1,M,1.0,Rent,Parking Lot,Broker,Large,white,Friday,0
41,81,79803,0,65,7577.24,1,29474.14772549869,19688.0279,8.933036261702537,11.287328907494953,0.09494812290110771,1.0,1,1,0,F,0.0,Own,Highway,Phone,Large,silver,Monday,0
36,62,59451,0,2,0.0,1,45685.28384860227,45082.13107,0.0,10.992924543268785,0.0,0.0,1,0,1,F,0.0,Own,Highway,Broker,Medium,white,Sunday,0
49,78,95462,0,3,4968.06,11,24888.87070604048,22133.43862,8.510985966393578,11.46649401684169,0.052041733446466176,0.0,1,1,0,F,1.0,Own,Parking Lot,Phone,Large,black,Thursday,0
32,60,113863,0,10,0.0,1,15000.0,12782.33796,0.0,11.642760032750461,0.0,0.0,0,1,1,F,0.0,Own,Parking Lot,Broker,Medium,gray,Wednesday,0
42,95,53953,0,96,0.0,2,15000.0,27580.10475,0.0,10.89588711066259,0.0,0.0,1,1,1,M,1.0,Rent,Highway,Online,Large,other,Friday,0
31,90,109369,0,98,2964.33,1,15000.0,49652.8677,7.994743603720902,11.602491908329272,0.02710368473987382,0.0,1,1,1,M,1.0,Own,Parking Lot,Broker,Compact,white,Wednesday,0
43,61,31501,0,63,0.0,6,17860.124632301908,20703.91875,0.0,10.35780631486168,0.0,1.0,1,0,0,M,1.0,Own,Highway,Broker,Medium,silver,Sunday,0
50,65,88780,0,77,1630.02,1,78794.60953145075,20133.74388,7.396960864961527,11.393927942122742,0.018360009461483875,0.0,0,0,1,M,1.0,Rent,Parking Lot,Broker,Compact,gray,Wednesday,0
29,81,90314,7,77,4702.39,1,40365.20788372093,8419.720704000001,8.456038804298942,11.411058838566658,0.05206654487073022,0.0,0,0,0,M,1.0,Rent,Parking Lot,Online,Compact,red,Tuesday,0
45,84,116179,10,100,1124.94,1,15000.0,31461.90752,7.02637352131186,11.662895991546524,0.009682733689103116,0.0,0,0,1,F,1.0,Own,Parking Lot,Broker,Compact,white,Monday,0
50,70,104839,10,90,0.0,7,15000.0,18798.01978,0.0,11.560190657437342,0.0,0.0,0,0,0,M,1.0,Rent,Parking Lot,Broker,Large,blue,Thursday,0
48,40,102853,1,12,0.0,11,21116.26136406352,36246.4199,0.0,11.541065785914538,0.0,1.0,0,0,0,M,1.0,Own,Local,Broker,Large,black,Friday,0
42,82,38769,0,22,0.0,1,26865.89298049848,27015.42002,0.0,10.565402030664975,0.0,0.0,1,1,1,F,0.0,Own,Parking Lot,Phone,Large,other,Friday,0
59,84,98800,20,50,0.0,1,21689.00295037384,27063.52678,0.0,11.500863005142227,0.0,0.0,0,1,1,F,1.0,Own,Highway,Phone,Compact,silver,Friday,1
47,88,68892,4,0,10565.36,1,15139.295865232543,30225.56579,9.265430648694094,11.140309855323784,0.15335897696427794,0.0,1,1,0,F,1.0,Own,Parking Lot,Broker,Large,blue,Saturday,0
27,68,32138,0,17,6406.23,1,15000.0,10443.91978,8.765182319231,10.377825524930667,0.1993288527956688,1.0,1,1,1,M,1.0,Rent,Local,Online,Compact,other,Monday,0
39,77,66977,10,1,11110.27,4,23536.9105715367,55216.51003,9.315715187531765,11.112119486242786,0.1658793932335991,0.0,1,0,1,F,0.0,Own,Parking Lot,Broker,Large,silver,Wednesday,0
39,15,73843,0,68,10234.28,4,20776.673857928778,33009.97569,9.233595854829154,11.20971003889046,0.1385932506364769,0.0,1,1,0,M,1.0,Rent,Parking Lot,Broker,Medium,blue,Friday,1
53,55,50164,0,60,0.0,2,15000.0,25171.02853,0.0,10.823072851359713,0.0,0.0,1,1,1,F,1.0,Own,Local,Broker,Compact,gray,Sunday,0
36,64,55017,0,51,0.0,1,15000.0,31414.55213,0.0,10.915415683399843,0.0,0.0,1,0,1,M,0.0,Rent,Parking Lot,Phone,Compact,blue,Sunday,0
54,85,62149,0,99,0.0,7,15000.0,17596.88968,0.0,11.037306096938858,0.0,1.0,1,1,1,M,1.0,Rent,Local,Online,Compact,other,Thursday,0
48,92,119188,0,70,0.0,4,22004.703473497888,6500.150092,0.0,11.688465747475957,0.0,0.0,0,1,1,M,1.0,Rent,Parking Lot,Phone,Medium,white,Tuesday,0
31,80,117984,13,7,4192.04,1,15000.0,22027.52604,8.3411812868343,11.678312776723475,0.035530279272788914,0.0,0,1,0,M,1.0,Rent,Local,Phone,Large,white,Monday,0
28,92,113971,6,39,0.0,1,57002.233466662736,14855.54007,0.0,11.643708083173477,0.0,1.0,1,0,1,F,0.0,Own,Local,Online,Compact,blue,Tuesday,0
31,78,44068,9,49,3228.27,1,58286.35566341198,29961.60374,8.080011384481503,10.69351186640545,0.07325489573169348,0.0,1,0,0,F,0.0,Own,Local,Broker,Compact,silver,Sunday,1
63,77,108650,1,90,0.0,1,15000.0,21403.0141,0.0,11.595896189507844,0.0,0.0,1,1,0,F,1.0,Own,Parking Lot,Phone,Medium,black,Monday,0
37,81,31941,4,46,4329.33,1,15000.0,6751.442486,8.373399030563645,10.371677037216255,0.13553722371798885,0.0,1,0,1,M,1.0,Own,Highway,Broker,Medium,red,Monday,1
57,77,62440,0,92,2120.91,6,22869.959169506245,28057.69819,7.660071905456383,11.041977389875884,0.033966624493521884,1.0,0,0,1,F,1.0,Rent,Local,Online,Medium,gray,Tuesday,0
54,90,55482,0,13,1546.48,1,59213.91641923907,35883.816060000005,7.344383080404152,10.92383194650686,0.027873042193104193,0.0,1,0,1,F,0.0,Own,Local,Broker,Medium,red,Wednesday,0
38,89,47360,13,67,0.0,8,15564.798963404332,8519.027377,0.0,10.765554384199836,0.0,0.0,0,1,1,F,1.0,Rent,Parking Lot,Online,Large,red,Monday,0
32,64,110460,0,86,1013.02,1,15000.0,14417.79189,6.9216779078224935,11.612417796465078,0.009170838576511168,0.0,0,0,1,F,0.0,Own,Parking Lot,Phone,Large,blue,Tuesday,0
37,78,62365,0,5,10234.25,1,15000.0,18152.57668,9.233592923786333,11.040775534066068,0.1640998300355963,0.0,0,0,0,M,1.0,Rent,Local,Phone,Compact,blue,Wednesday,0
44,50,59541,0,0,0.0,1,15000.0,23670.95832,0.0,10.994437224868893,0.0,0.0,1,1,0,M,1.0,Own,Local,Phone,Compact,white,Tuesday,0
44,86,38352,0,46,9057.6,3,15000.0,42531.52326,9.111469861710434,10.55458803059373,0.23616405496310588,0.0,0,1,1,M,1.0,Rent,Highway,Broker,Compact,black,Friday,0
45,77,62559,0,20,4229.3,1,15000.0,20041.58124,8.350028191511294,11.043881375219193,0.06760390025575448,0.0,1,0,1,F,1.0,Own,Local,Phone,Large,other,Sunday,0
47,64,80230,0,93,0.0,1,15000.0,10339.9067,0.0,11.29266525283555,0.0,1.0,1,1,1,M,0.0,Own,Local,Phone,Compact,other,Wednesday,0
37,71,123442,6,50,7308.72,6,15000.0,15531.18624,8.896960248316649,11.72353479004697,0.059207245449316694,1.0,1,1,0,M,1.0,Own,Local,Broker,Medium,black,Friday,0
36,93,45215,0,66,0.0,4,15000.0,17906.14302,0.0,10.719206285484255,0.0,0.0,1,0,0,M,1.0,Rent,Parking Lot,Broker,Compact,black,Friday,1
35,65,65108,1,2,306.07,1,15000.0,24747.94987,5.727075734625493,11.083818067489096,0.004700886206208051,0.0,0,0,1,M,1.0,Rent,Local,Broker,Medium,black,Monday,0
29,75,105488,9,95,0.0,1,71534.657437873,25551.6491,0.0,11.5663619610594,0.0,0.0,1,0,1,F,0.0,Own,Highway,Online,Medium,red,Monday,0
25,88,112268,12,51,0.0,1,81808.89279841378,27893.04512,0.0,11.6286530563142,0.0,0.0,1,1,1,M,1.0,Rent,Local,Online,Medium,other,Wednesday,0
49,87,46019,0,61,11170.95,1,82878.16745070912,22435.37686,9.321161451580652,10.736831363589356,0.24274119947848763,1.0,1,1,1,F,1.0,Rent,Highway,Broker,Large,red,Friday,0
53,49,44065,0,50,1138.9,1,15268.16353196216,11828.01074,7.038695818242733,10.693443789024133,0.025845322924703856,1.0,0,1,1,F,1.0,Rent,Local,Broker,Compact,white,Thursday,0
40,70,80903,0,1,0.0,6,15000.0,49319.57712,0.0,11.301018545582007,0.0,0.0,1,1,1,M,1.0,Own,Local,Phone,Large,red,Friday,0
48,77,40881,1,1,3352.51,1,15000.0,11822.27755,8.117762837494492,10.618445147359923,0.08200454967956558,0.0,1,1,0,M,1.0,Own,Parking Lot,Phone,Large,other,Sunday,0
50,88,69003,6,6,0.0,1,15000.0,14803.925,0.0,11.141919752913635,0.0,1.0,1,0,1,F,1.0,Own,Local,Broker,Compact,blue,Friday,0
88,65,32548,4,0,0.0,1,41272.67185139592,7083.712226000001,0.0,10.39050192519858,0.0,0.0,1,0,0,M,1.0,Own,Highway,Phone,Compact,white,Sunday,0
48,73,47973,0,60,8947.51,1,28509.653911886824,11704.38597,9.099242316962567,10.778414476468976,0.18650748322007754,1.0,1,1,0,M,1.0,Rent,Local,Online,Large,black,Sunday,1
48,66,93381,0,73,165.23,1,78632.17293412023,17817.97481,5.113372371547368,11.444453886158065,0.0017693988134758303,0.0,0,1,1,F,1.0,Own,Local,Broker,Medium,black,Saturday,0
54,64,79456,4,1,1069.11,7,15000.0,36674.02098,6.975516725910327,11.282971273810652,0.01345520218482953,0.0,0,0,0,M,1.0,Own,Highway,Broker,Large,silver,Saturday,0
45,38,88856,0,61,2206.47,4,126728.13268327391,41017.8563,7.6996023423517945,11.394783614947668,0.02483169587089368,1.0,1,1,1,F,1.0,Own,Local,Broker,Medium,black,Sunday,0
70,58,41785,3,52,3225.29,1,15000.0,15043.25576,8.0790881492512,10.640316634182197,0.0771858995835926,0.0,1,1,1,M,1.0,Rent,Parking Lot,Broker,Large,silver,Friday,0
20,45,89806,6,78,0.0,1,15000.0,15030.22475,0.0,11.405418202254497,0.0,0.0,1,0,1,F,0.0,Own,Local,Phone,Medium,blue,Friday,0
38,68,82817,4,0,0.0,1,47788.20466820773,55076.84752999999,0.0,11.324400708051634,0.0,1.0,1,0,1,M,1.0,Own,Highway,Broker,Large,red,Saturday,0
71,84,116745,11,22,975.87,1,73060.18616265153,12862.77452,6.884353582800518,11.667755913702244,0.008358915937162729,0.0,0,1,1,F,1.0,Rent,Parking Lot,Broker,Medium,gray,Monday,0
40,81,46600,6,93,0.0,1,15000.0,16251.32372,0.0,10.74937727911096,0.0,0.0,1,1,1,F,1.0,Rent,Local,Broker,Medium,black,Wednesday,1
59,75,119692,0,67,0.0,1,28514.48378012595,17041.962209999998,0.0,11.692685410303906,0.0,0.0,1,1,0,F,1.0,Own,Local,Phone,Compact,silver,Saturday,0
44,66,36457,2,98,1369.83,14,36211.13766215091,54501.55688,7.223171674791619,10.503916192092866,0.037572823522957925,1.0,1,0,1,F,0.0,Own,Parking Lot,Phone,Compact,blue,Wednesday,0
44,84,78016,0,3,0.0,2,15000.0,36156.56305,0.0,11.264682030642305,0.0,1.0,1,1,1,M,1.0,Rent,Highway,Phone,Compact,black,Saturday,0
32,42,104729,22,100,0.0,1,15000.0,30184.18722,0.0,11.55914088876719,0.0,0.0,0,1,1,F,1.0,Own,Local,Broker,Compact,other,Thursday,0
46,66,52000,0,2,0.0,8,52903.84695523376,16714.46443,0.0,10.859018228147887,0.0,0.0,0,1,0,F,1.0,Rent,Local,Broker,Compact,other,Saturday,0
51,29,115896,0,100,11656.19,12,15000.0,26211.26653,9.363678436006355,11.660457144609747,0.10057369906037257,0.0,1,1,1,F,1.0,Own,Local,Broker,Compact,other,Monday,0
44,55,38228,11,38,0.0,1,15000.0,24224.51902,0.0,10.55134966888039,0.0,1.0,1,1,1,F,1.0,Own,Highway,Phone,Large,red,Wednesday,0
55,67,30553,0,49,0.0,1,74779.56090550579,22301.42651,0.0,10.327250888925668,0.0,0.0,0,0,1,F,1.0,Own,Local,Broker,Compact,white,Sunday,0
34,53,33249,6,15,0.0,1,15000.0,22762.95085,0.0,10.411810046084,0.0,0.0,0,0,0,F,1.0,Own,Local,Broker,Compact,blue,Saturday,1
42,91,102032,7,10,0.0,1,130000.0,9968.633458,0.0,11.533051569353818,0.0,0.0,1,0,1,M,1.0,Rent,Local,Online,Compact,red,Saturday,0
33,79,58633,0,40,0.0,1,15000.0,38183.28455,0.0,10.979070012089547,0.0,1.0,1,1,1,M,0.0,Own,Local,Phone,Compact,silver,Thursday,0
32,51,122450,5,18,3194.69,1,42401.47364711665,36943.19327,8.069558305936418,11.715466228945578,0.02608953785595871,0.0,0,0,0,F,1.0,Rent,Parking Lot,Phone,Medium,gray,Saturday,0
47,82,37940,0,73,7969.35,1,35454.86249689438,64822.62493,8.98348368550009,10.543787600548086,0.21004586067842176,0.0,0,1,1,M,0.0,Rent,Parking Lot,Broker,Large,blue,Sunday,0
38,88,79735,0,2,0.0,1,15000.0,34581.77423,0.0,11.286476456647293,0.0,0.0,1,1,1,F,0.0,Rent,Parking Lot,Phone,Compact,red,Thursday,0
40,65,60044,0,72,810.33,1,15000.0,16697.03543,6.698674876407488,11.002849560094784,0.013495378466150388,1.0,0,0,1,M,0.0,Own,Local,Phone,Compact,black,Sunday,0
43,60,32767,0,50,2210.79,5,15000.0,31173.07234,7.70155742142659,10.39720770839918,0.06746795654296875,1.0,1,1,1,M,1.0,Own,Local,Online,Medium,red,Monday,0
37,68,84980,0,99,2000.16,1,15000.0,10910.68005,7.601482291407091,11.350182981074266,0.023536555229992588,0.0,1,1,1,F,1.0,Rent,Local,Broker,Medium,blue,Thursday,0
35,73,66289,0,12,0.0,2,29285.560342121047,30706.44637,0.0,11.101794335235438,0.0,0.0,1,0,0,F,1.0,Own,Local,Broker,Large,other,Monday,0
51,82,101673,0,95,5105.11,3,15000.0,7805.359031999999,8.538193140851789,11.529526895467654,0.05021057497491984,0.0,0,1,1,M,1.0,Own,Local,Broker,Compact,gray,Friday,0
50,86,99674,0,21,274.42,3,15000.0,37225.7118,5.61829720529898,11.509670172249555,0.0027531477301228997,1.0,1,0,0,F,0.0,Rent,Highway,Broker,Large,blue,Saturday,0
41,75,52339,8,63,0.0,1,41875.32580708357,24580.01685,0.0,10.865516176084137,0.0,1.0,1,0,1,F,1.0,Own,Highway,Broker,Large,black,Saturday,0
28,88,48002,0,50,2297.88,10,15000.0,21848.82109,7.74017732679367,10.779018787936984,0.047869508155740266,0.0,1,1,1,F,1.0,Rent,Local,Online,Medium,gray,Friday,0
58,82,112409,2,37,0.0,4,15000.0,8688.499152,0.0,11.629908180455843,0.0,0.0,1,1,1,M,1.0,Rent,Highway,Phone,Medium,red,Thursday,0
53,71,106348,1,82,0.0,1,15000.0,51035.89315,0.0,11.574481417669272,0.0,1.0,1,0,1,F,1.0,Rent,Local,Phone,Large,white,Saturday,0
33,65,123484,9,20,0.0,6,15000.0,19253.59418,0.0,11.723874970183733,0.0,0.0,0,1,1,F,0.0,Own,Local,Broker,Compact,white,Tuesday,1
45,91,110151,0,7,0.0,1,15000.0,33970.25479,0.0,11.609616509124209,0.0,0.0,1,1,1,F,1.0,Own,Parking Lot,Phone,Medium,black,Saturday,0
27,70,35824,3,89,0.0,1,38114.53209553071,13149.31993,0.0,10.486401252696373,0.0,1.0,0,0,1,F,1.0,Rent,Local,Online,Large,silver,Tuesday,0
29,72,68252,3,4,1574.44,1,15000.0,22949.030430000003,7.362289877323941,11.130976668125124,0.023067703983707676,0.0,1,1,0,F,1.0,Rent,Parking Lot,Broker,Medium,white,Sunday,0
45,77,32505,0,19,6191.1,1,77821.6258189111,13745.62799,8.731029565009957,10.389179966663121,0.19046022272811175,1.0,1,1,1,F,1.0,Own,Local,Phone,Large,black,Saturday,0
54,92,66599,1,35,0.0,1,61497.94547711148,9167.610019,0.0,11.106459856528481,0.0,0.0,1,0,0,M,0.0,Rent,Parking Lot,Phone,Compact,red,Monday,0
35,74,91905,0,47,0.0,1,31727.69472187536,16733.561859999998,0.0,11.428521594569496,0.0,0.0,1,0,1,M,1.0,Own,Local,Broker,Medium,black,Monday,0
60,72,47850,0,22,2824.32,2,32361.226908273307,12817.83363,7.946376911501772,10.775847295304315,0.05902321790558191,0.0,1,0,1,M,1.0,Rent,Local,Broker,Medium,gray,Tuesday,0
23,85,81310,0,70,0.0,1,90968.25869636584,43969.65939,0.0,11.306036587736513,0.0,0.0,0,0,1,F,1.0,Rent,Local,Phone,Large,silver,Tuesday,0
32,85,36348,14,0,6584.88,1,15000.0,18946.92294,8.792683242302656,10.50092197226688,0.181157115739085,0.0,0,1,0,M,1.0,Own,Local,Broker,Large,blue,Sunday,0
39,83,31974,0,24,9659.44,3,25842.895079368485,40968.81907,9.1757944748235,10.372709626447044,0.3020935105551212,0.0,0,1,1,F,0.0,Own,Local,Broker,Medium,white,Saturday,0
38,86,118501,0,50,449.42,6,51018.20977283351,14745.57392,6.110180480812966,11.682685117052028,0.003792509831057704,0.0,1,1,0,F,1.0,Rent,Parking Lot,Phone,Medium,white,Friday,0
62,79,50946,3,29,0.0,6,15000.0,5833.859697,0.0,10.838541155661169,0.0,0.0,1,1,0,F,0.0,Own,Parking Lot,Phone,Large,black,Wednesday,0
53,68,117359,8,12,1707.14,13,45097.5962748975,24238.37685,7.443160338202501,11.673001412816863,0.014546182685753238,1.0,1,1,0,F,0.0,Own,Local,Broker,Medium,white,Monday,1
60,69,88459,0,2,8951.05,1,15000.0,23418.70259,9.09963783532022,11.390305751422318,0.1011875423920416,0.0,1,1,1,F,0.0,Rent,Local,Phone,Large,gray,Monday,0
46,69,122491,5,79,0.0,5,15000.0,18461.51642,0.0,11.715801000711933,0.0,0.0,1,0,1,F,1.0,Rent,Highway,Broker,Medium,red,Friday,0
43,39,121697,3,23,4442.4,1,15000.0,51352.83048,8.399175128143026,11.709297844986843,0.036503475817186805,0.0,1,1,0,M,1.0,Own,Local,Phone,Medium,silver,Friday,1
46,73,78420,0,4,0.0,6,15000.0,18533.2747,0.0,11.269847027614036,0.0,0.0,1,0,0,M,0.0,Own,Local,Broker,Medium,other,Thursday,1
67,92,47132,7,7,2435.67,9,20882.28118174525,16682.61922,7.798387632063835,10.760728671615707,0.05167653236585832,0.0,0,0,0,M,1.0,Own,Parking Lot,Broker,Medium,blue,Saturday,0
37,91,33206,9,47,2315.37,7,36573.30703463708,25239.81003,7.747756584136702,10.410515976053734,0.06972535911103081,0.0,1,1,1,M,1.0,Rent,Local,Broker,Compact,silver,Saturday,0
44,49,52820,0,2,5747.1,1,15000.0,2450.138635,8.656624644403186,10.874664117894554,0.10880331686261147,0.0,1,1,1,F,1.0,Own,Parking Lot,Phone,Large,red,Saturday,0
52,34,89362,16,5,6874.1,1,15000.0,29266.53975,8.835661467883533,11.400462005247592,0.07692333516108457,0.0,1,1,1,F,1.0,Own,Local,Phone,Large,silver,Wednesday,0
37,80,81132,4,29,1746.81,1,15000.0,24689.92477,7.466118854655506,11.30384506239558,0.021530203493029962,1.0,1,0,1,M,1.0,Rent,Local,Broker,Medium,black,Saturday,0
37,78,53093,11,94,0.0,12,60188.92914837289,18399.859330000003,0.0,10.879819206495405,0.0,1.0,0,0,1,M,0.0,Own,Local,Phone,Medium,black,Sunday,0
40,91,114862,6,89,3284.06,1,15000.0,13271.48301,8.097140195592093,11.651495392830464,0.028591104184985592,1.0,0,0,1,F,1.0,Own,Parking Lot,Online,Large,blue,Tuesday,0
63,81,44511,16,86,0.0,1,29309.277108426068,16955.38143,0.0,10.70351409472317,0.0,0.0,1,1,1,F,0.0,Rent,Local,Broker,Large,other,Monday,0
39,82,96046,1,81,0.0,1,20201.15160396979,15412.03732,0.0,11.472592933976488,0.0,1.0,1,1,1,F,0.0,Rent,Local,Phone,Medium,red,Friday,0
52,77,46886,8,57,214.18,2,97006.79632011328,22890.60637,5.371474887165763,10.755495730510303,0.004568003924328706,0.0,1,0,1,F,1.0,Rent,Local,Broker,Large,black,Saturday,0
40,84,98903,5,50,0.0,1,34474.84175370874,41084.66514,0.0,11.501904961686764,0.0,0.0,0,1,0,F,1.0,Own,Local,Broker,Large,black,Thursday,0
49,76,124247,6,51,0.0,1,18658.82688661412,25484.39369,0.0,11.730034847249847,0.0,0.0,1,0,0,M,1.0,Own,Parking Lot,Phone,Large,black,Saturday,0
50,89,75295,0,3,0.0,3,15000.0,26705.9366,0.0,11.229182291527088,0.0,0.0,1,0,0,F,1.0,Rent,Parking Lot,Broker,Large,silver,Friday,0
46,55,49596,0,9,0.0,1,74275.70109179778,12026.4819,0.0,10.811685627012828,0.0,0.0,1,0,1,M,1.0,Rent,Local,Broker,Medium,black,Tuesday,1
55,81,119968,0,97,0.0,1,15000.0,13691.59339,0.0,11.694988655057047,0.0,0.0,1,1,1,F,1.0,Rent,Local,Phone,Medium,blue,Thursday,0
45,94,57968,0,81,2078.27,1,15000.0,37690.79852,7.639772149555488,10.96766366388311,0.035851403336265936,0.0,1,1,1,F,1.0,Own,Local,Phone,Medium,silver,Monday,0
40,75,66712,0,20,0.0,1,70983.58961635284,13908.34219,0.0,11.108155115461406,0.0,0.0,0,1,0,M,1.0,Own,Local,Broker,Compact,blue,Sunday,0
59,88,84232,10,22,0.0,1,27047.39765586942,27250.51679,0.0,11.34134204743877,0.0,0.0,1,0,1,F,1.0,Own,Local,Broker,Large,black,Sunday,0
65,74,52591,6,6,0.0,5,15000.0,26389.297280000003,0.0,10.870319295904,0.0,0.0,0,0,1,M,1.0,Own,Highway,Broker,Compact,gray,Monday,0
